K,Fine(K)
3039,12089137094563
3040,12151422713079
3041,12151422713079
3042,12216621857846
3043,12216625465626
3044,12279197466428
3045,12283172170944
3046,12345197731415
3047,12345209416551
3048,12412158641406
3049,12412158641406
3050,12475086166668
3051,12478803393865
3052,12542617826081
3053,12542618894267
3054,12609646599936
3055,12609929025324
3056,12674331254642
3057,12678070316517
3058,12741901715532
3059,12741961857989
3060,12811136342848
3061,12811136342848
3062,12875573567423
3063,12879365257102
3064,12944977300544
3065,12945257215576
3066,13014273407867
3067,13014273407867
3068,13080500727864
3069,13084380784295
3070,13150323821630
3071,13150325049726
3072,13221167815703
3073,13221224488040
3074,13287517726465
3075,13291702228660
3076,13359162317726
3077,13359166160451
3078,13430113268711
3079,13430113268711
3080,13498644235066
3081,13502597299041
3082,13570134729011
3083,13570134729011
3084,13642955071266
3085,13643246271704
3086,13711424847319
3087,13715508333520
3088,13784926383142
3089,13784926383142
3090,13858181580738
3091,13858194175378
3092,13928248799271
3093,13932296420599
3094,14001826950081
3095,14002124081243
3096,14077071916288
3097,14077075030393
3098,14147202556268
3099,14151305880330
3100,14222988394481
3101,14223048105428
3102,14298066193060
3103,14298067781517
3104,14370147976206
3105,14374643295902
3106,14446075872182
3107,14446083913634
3108,14523158616124
3109,14523158616124
3110,14595595297339
3111,14599811071625
3112,14673225855685
3113,14673238933341
3114,14750395802775
3115,14750767470912
3116,14824855359137
3117,14829121912639
3118,14902569560858
3119,14902569560858
3120,14982129384182
3121,14982129384182
3122,15056361843664
3123,15060712062119
3124,15136186652484
3125,15136504349497
3126,15215797669497
3127,15215798763417
3128,15292012567910
3129,15296455664964
3130,15372323856770
3131,15372325412474
3132,15453759018166
3133,15453767464546
3134,15530015269988
3135,15534799073194
3136,15612490922912
3137,15612490922912
3138,15694016023373
3139,15694017237313
3140,15772680651188
3141,15777202623347
3142,15854856985782
3143,15854921581032
3144,15938632020270
3145,15938965665262
3146,16017391340599
3147,16021943163069
3148,16101699852883
3149,16101701009373
3150,16185970030789
3151,16185972342449
3152,16266526628409
3153,16271139469640
3154,16350985197119
3155,16351320040081
3156,16437329171259
3157,16437410868003
3158,16517999038169
3159,16522712321615
3160,16605095514131
3161,16605097252354
3162,16691253407066
3163,16691253407066
3164,16774092370001
3165,16779170199813
3166,16861234310833
3167,16861234310833
3168,16949731830027
3169,16949731830027
3170,17032946044395
3171,17037812508823
3172,17122105091298
3173,17122108567917
3174,17210646468761
3175,17210996578496
3176,17296100464683
3177,17300985839848
3178,17385420824237
3179,17385439972634
3180,17476675527271
3181,17476675527271
3182,17561829970348
3183,17566748179476
3184,17653409061254
3185,17653845802352
3186,17744878452895
3187,17744878452895
3188,17832309135369
3189,17837291581066
3190,17924387026666
3191,17924387026666
3192,18017879263689
3193,18017880952537
3194,18105404803521
3195,18110851297816
3196,18199879145140
3197,18199881612124
3198,18293397009629
3199,18293468742419
3200,18383756375967
3201,18388882821626
3202,18477994492261
3203,18477994492261
3204,18573969291792
3205,18574338353056
3206,18664354217000
3207,18669532090253
3208,18761048472320
3209,18761048472320
3210,18857533776800
3211,18857547062940
3212,18949900830399
3213,18955260050346
3214,19046822253679
3215,19047198602167
3216,19145815733791
3217,19145815733791
3218,19238239518052
3219,19243552419948
3220,19338043008191
3221,19338043008191
3222,19436798039054
3223,19436813775014
3224,19531740428869
3225,19537512244980
3226,19631603903360
3227,19631679302915
3228,19732947103282
3229,19732947103282
3230,19828325038067
3231,19833804787024
3232,19930430702883
3233,19930431979123
3234,20031969222146
3235,20032360121054
3236,20129833956719
3237,20135359209408
3238,20232022122494
3239,20232023520166
3240,20336569514514
3241,20336646896808
3242,20434221723380
3243,20439813748052
3244,20539037465522
3245,20539454016264
3246,20643637130567
3247,20643642104800
3248,20743913163829
3249,20749608943168
3250,20849368446083
3251,20849368446083
3252,20956237273873
3253,20956237273873
3254,21056467314409
3255,21062693961978
3256,21164684243750
3257,21164684243750
3258,21271748287475
3259,21271748287475
3260,21375049264410
3261,21380851025509
3262,21482958739089
3263,21482969120337
3264,21592791340428
3265,21593205635698
3266,21696179435398
3267,21702110050874
3268,21806817056265
3269,21806898343290
3270,21917267897625
3271,21917267897625
3272,22022971687264
3273,22028918771058
3274,22133719745324
3275,22134144724451
3276,22247027519790
3277,22247029552204
3278,22352804883068
3279,22358830235240
3280,22466872347429
3281,22466877608150
3282,22579781624471
3283,22579866508884
3284,22688390977555
3285,22694964370730
3286,22802599496708
3287,22802603636634
3288,22918416239533
3289,22918447436093
3290,23027628464611
3291,23033803632748
3292,23144251602654
3293,23144253248382
3294,23260231559272
3295,23260670018812
3296,23372171094321
3297,23378513850265
3298,23489068967698
3299,23489068967698
3300,23608454895792
3301,23608454895792
3302,23720022393441
3303,23726392324544
3304,23839956294425
3305,23840403784207
3306,23959472885255
3307,23959472885255
3308,24073922652914
3309,24080331467291
3310,24194323718964
3311,24194431138021
3312,24316599024335
3313,24316599024335
3314,24431163842564
3315,24438138588485
3316,24554605745448
3317,24554607727376
3318,24676943019827
3319,24676943019827
3320,24794998977212
3321,24801612898990
3322,24918214556379
3323,24918214556379
3324,25043541200984
3325,25044104268655
3326,25161728550520
3327,25168381113696
3328,25288031883820
3329,25288031883820
3330,25414090110345
3331,25414090110345
3332,25534869240096
3333,25541627216350
3334,25661316887686
3335,25661795472965
3336,25790503978998
3337,25790505412893
3338,25911285297306
3339,25918242607768
3340,26041525489546
3341,26041537261810
3342,26170380013681
3343,26170380013681
3344,26294345373870
3345,26301737032003
3346,26424730314413
3347,26424730314413
3348,26556857842609
3349,26556863647211
3350,26681371812245
3351,26688363520107
3352,26814458822834
3353,26814553190405
3354,26946840041229
3355,26947352093537
3356,27074526232733
3357,27081642187401
3358,27207793324174
3359,27207793324174
3360,27344074267578
3361,27344074267578
3362,27471378510569
3363,27478547656806
3364,27607943877014
3365,27608444770706
3366,27744284632348
3367,27744395663898
3368,27874990823934
3369,27882243320103
3370,28012283698682
3371,28012283698682
3372,28151432908684
3373,28151432908684
3374,28282200425427
3375,28290108328241
3376,28422975646479
3377,28422995919967
3378,28562345645553
3379,28562347814345
3380,28696905685521
3381,28704442518811
3382,28837373859199
3383,28837379967585
3384,28980291623924
3385,28980811153276
3386,29114933638906
3387,29122457565766
3388,29258907036492
3389,29258907036492
3390,29402470761442
3391,29402470761442
3392,29540061535059
3393,29547735708859
3394,29684176597380
3395,29684809498608
3396,29831363308009
3397,29831364957587
3398,29969006000731
3399,29976735136837
3400,30117262551975
3401,30117267414635
3402,30264204712041
3403,30264206415529
3404,30405354271262
3405,30413703770927
3406,30553733016703
3407,30553733016703
3408,30704177631267
3409,30704281882221
3410,30846154187902
3411,30854096269632
3412,30997665854419
3413,30997665854419
3414,31148256115288
3415,31148805078084
3416,31293809581749
3417,31301807483583
3418,31445500511612
3419,31445513773472
3420,31600476525768
3421,31600498239360
3422,31745463602024
3423,31753666689687
3424,31901048521378
3425,31901611482889
3426,32056135596544
3427,32056139000464
3428,32204752512292
3429,32212988458970
3430,32361139784947
3431,32361141414497
3432,32519567310799
3433,32519567310799
3434,32668332168056
3435,32677196432140
3436,32828352487304
3437,32828461812965
3438,32987039020851
3439,32987044200176
3440,33140202014132
3441,33148594593368
3442,33299890027179
3443,33299912573755
3444,33462461804438
3445,33463057543464
3446,33615671274640
3447,33624207743002
3448,33779344926903
3449,33779344926903
3450,33942628995694
3451,33942750394721
3452,34099194506535
3453,34107783470305
3454,34263018236445
3455,34263609561453
3456,34430350972078
3457,34430350972078
3458,34587083022963
3459,34595779882578
3460,34755514207940
3461,34755514207940
3462,34922354041414
3463,34922354041414
3464,35082904205326
3465,35092512344033
3466,35251753684611
3467,35251753684611
3468,35422669003136
3469,35422669003136
3470,35583929079589
3471,35592849552624
3472,35756259513487
3473,35756263149431
3474,35927466388843
3475,35928082542881
3476,36092743617153
3477,36101762963291
3478,36265104891639
3479,36265224178206
3480,36441251098534
3481,36441252716518
3482,36606037589591
3483,36615213503460
3484,36782646789131
3485,36783280489747
3486,36958944396563
3487,36958968517051
3488,37127902420555
3489,37137128902371
3490,37305350606340
3491,37305350606340
3492,37485198918798
3493,37485319359363
3494,37654326824442
3495,37664312628086
3496,37836095736084
3497,37836110687796
3498,38016173815610
3499,38016173815610
3500,38190191433395
3501,38199692873498
3502,38371554343331
3503,38371556879187
3504,38556010362827
3505,38556657661205
3506,38730012248484
3507,38739701605287
3508,38915807036904
3509,38915834776419
3510,39101234511764
3511,39101234511764
3512,39278927753883
3513,39288606056220
3514,39465003722427
3515,39465670882167
3516,39654740380357
3517,39654740380357
3518,39832509411579
3519,39842368082774
3520,40023779835776
3521,40023905973122
3522,40213243069618
3523,40213258655062
3524,40395417616754
3525,40406008344212
3526,40586754704565
3527,40586754704565
3528,40780903135692
3529,40780903135692
3530,40963935868583
3531,40973991960598
3532,41159196445273
3533,41159196445273
3534,41353331331463
3535,41354145951255
3536,41541037177421
3537,41551237818730
3538,41736599097681
3539,41736599097681
3540,41936121867542
3541,41936121867542
3542,42123245324955
3543,42133507959269
3544,42323476895187
3545,42324172824729
3546,42523286192023
3547,42523286192023
3548,42714809312361
3549,42725350035496
3550,42916138905375
3551,42916140730295
3552,43120022769328
3553,43120063310530
3554,43311759372161
3555,43323043060730
3556,43517896952835
3557,43517896952835
3558,43721955556395
3559,43721955556395
3560,43919145976731
3561,43929773262795
3562,44124668534421
3563,44124804013650
3564,44333838179557
3565,44334565749963
3566,44531090028860
3567,44541852243478
3568,44741544235377
3569,44741546245889
3570,44951700633364
3571,44951700633364
3572,45153035048431
3573,45163974294985
3574,45363750127075
3575,45364534342540
3576,45578777925386
3577,45578918689618
3578,45780408728584
3579,45791416000254
3580,45996837198848
3581,45996837198848
3582,46211347404642
3583,46211347404642
3584,46417964454563
3585,46429859705382
3586,46634708600739
3587,46634716810888
3588,46854275642146
3589,46854278029642
3590,47061611601086
3591,47073098383053
3592,47282949291265
3593,47282949291265
3594,47502776332228
3595,47503536110856
3596,47715091186417
3597,47726517476533
3598,47936603860037
3599,47936605747685
3600,48162602977163
3601,48162620504867
3602,48374361934996
3603,48385896715929
3604,48600938448150
3605,48601860525253
3606,48827152651554
3607,48827152651554
3608,49044098588030
3609,49055824573948
3610,49271856184624
3611,49271860569576
3612,49502646584989
3613,49502646584989
3614,49719680058419
3615,49732277758002
3616,49952751940634
3617,49952751940634
3618,50183740398195
3619,50183920854321
3620,50407004660966
3621,50418954082475
3622,50639515383407
3623,50639515383407
3624,50875924329265
3625,50876733081690
3626,51099334509500
3627,51111497484037
3628,51337367407498
3629,51337374111899
3630,51574903665436
3631,51574903665436
3632,51802759206199
3633,51815129818629
3634,52041197484217
3635,52042013406899
3636,52284265309003
3637,52284265309003
3638,52512216875384
3639,52524576196571
3640,52757196370516
3641,52757226981804
3642,52999730554047
3643,52999730554047
3644,53233145526265
3645,53246555606842
3646,53478203570140
3647,53478359406088
3648,53726619116453
3649,53726621399237
3650,53961116591833
3651,53973758134794
3652,54211003122594
3653,54211022014554
3654,54459745557692
3655,54460601351824
3656,54699862238254
3657,54712657974941
3658,54950058059040
3659,54950058059040
3660,55205233847915
3661,55205393356808
3662,55444763621885
3663,55457804114424
3664,55700948049936
3665,55701808164730
3666,55956431185127
3667,55956438275664
3668,56201688821128
3669,56214768582510
3670,56458912010938
3671,56458912010938
3672,56719599321664
3673,56719599321664
3674,56964922508538
3675,56979223431099
3676,57228256369311
3677,57228256369311
3678,57489073744462
3679,57489093360946
3680,57741224615988
3681,57754677754090
3682,58004098639804
3683,58004102073413
3684,58270985487526
3685,58271910198726
3686,58523211028416
3687,58536746338316
3688,58791967132620
3689,58792146555972
3690,59060405229321
3691,59060405229321
3692,59317687950202
3693,59331381119226
3694,59586711428080
3695,59587617194680
3696,59861342400167
3697,59861342400167
3698,60118812763274
3699,60132736470672
3700,60395096305067
3701,60395096305067
3702,60668828932244
3703,60669004755181
3704,60932633149071
3705,60947601065991
3706,61209207884738
3707,61209241703866
3708,61489362740382
3709,61489362740382
3710,61754268983240
3711,61768436664706
3712,62036309132566
3713,62036311346901
3714,62316716144288
3715,62317653162972
3716,62587617737215
3717,62602196765063
3718,62870214102107
3719,62870214102107
3720,63158165352863
3721,63158167555119
3722,63428361057061
3723,63442859333436
3724,63717346031915
3725,63718304887361
3726,64005588938488
3727,64005588938488
3728,64282213295227
3729,64296903581910
3730,64572409527111
3731,64572611856866
3732,64866398886103
3733,64866398886103
3734,65143135599900
3735,65159012949399
3736,65440030314433
3737,65440033151305
3738,65734391110400
3739,65734391110400
3740,66018709969427
3741,66033696206386
3742,66314836004875
3743,66314843828469
3744,66615946755860
3745,66617119157052
3746,66900584189332
3747,66915739786665
3748,67203468197623
3749,67203473421283
3750,67505772434476
3751,67505811937620
3752,67796192592873
3753,67811596346724
3754,68099558652162
3755,68100562919468
3756,68408681552758
3757,68408713882846
3758,68699002157427
3759,68714688944532
3760,69010534530370
3761,69010534530370
3762,69319190960189
3763,69319193222849
3764,69616268483231
3765,69632973352941
3766,69928062505500
3767,69928062505500
3768,70243669977664
3769,70243669977664
3770,70542094859803
3771,70558019752513
3772,70859800524067
3773,70860031152511
3774,71175942162529
3775,71176985349767
3776,71481307200527
3777,71497324177732
3778,71799320413493
3779,71799320413493
3780,72123835530116
3781,72123843763158
3782,72428297998679
3783,72444529157275
3784,72753687258785
3785,72754744414281
3786,73078218064255
3787,73078413788263
3788,73389919661496
3789,73406381947284
3790,73716723705047
3791,73716734536368
3792,74047637827691
3793,74047637827691
3794,74359614343392
3795,74377314710039
3796,74693750566558
3797,74693750566558
3798,75025012483001
3799,75025016415176
3800,75345236572210
3801,75362193833357
3802,75678852015067
3803,75678852015067
3804,76017511193240
3805,76018604073902
3806,76337838400475
3807,76354864480615
3808,76679171335584
3809,76679194939524
3810,77019452182654
3811,77019455262318
3812,77346029711539
3813,77363155420397
3814,77687344578559
3815,77688663711045
3816,78035568998021
3817,78035608654173
3818,78362439614947
3819,78379767008105
3820,78712616560436
3821,78712616560436
3822,79059995740011
3823,79059995740011
3824,79394448412485
3825,79413204390851
3826,79745132838985
3827,79745135533201
3828,80100110071990
3829,80100319167790
3830,80436089005211
3831,80453785571191
3832,80793439479001
3833,80793439479001
3834,81148895445020
3835,81150071295122
3836,81492566337502
3837,81510460806136
3838,81850251637044
3839,81850292657612
3840,82214959278394
3841,82214965110142
3842,82557525325888
3843,82575930149034
3844,82923529311958
3845,82924698657496
3846,83288423110391
3847,83288423110391
3848,83638921844934
3849,83657207699908
3850,84006589217272
3851,84006589217272
3852,84378558559928
3853,84378558559928
3854,84729184242773
3855,84748882844419
3856,85104799771995
3857,85105031408148
3858,85477340046795
3859,85477351891565
3860,85837244538741
3861,85856107166438
3862,86212156026994
3863,86212156026994
3864,86593135161422
3865,86594343552350
3866,86953256992959
3867,86972154415837
3868,87336328507432
3869,87336331078832
3870,87718767133369
3871,87718993260458
3872,88086249514816
3873,88105358687228
3874,88469848874990
3875,88471087526429
3876,88860636339754
3877,88860636339754
3878,89228210048100
3879,89247619988315
3880,89621774350492
3881,89621774350492
3882,90011775279918
3883,90011818964446
3884,90387509612550
3885,90408538986956
3886,90781533723573
3887,90781566239485
3888,91180430871415
3889,91180430871415
3890,91557729602795
3891,91577474398913
3892,91959205498734
3893,91959217926945
3894,92358357519528
3895,92359639729036
3896,92744237243675
3897,92764286524534
3898,93146037605837
3899,93146270826734
3900,93555604029257
3901,93555606728097
3902,93940367753135
3903,93960538768623
3904,94351059275972
3905,94352399237680
3906,94761186897598
3907,94761186897598
3908,95154648185667
3909,95175041733112
3910,95567081295107
3911,95567081295107
3912,95984610336887
3913,95984879119263
3914,96378659807736
3915,96400714162228
3916,96800251526703
3917,96800251526703
3918,97218124167812
3919,97218124167812
3920,97622547440088
3921,97643379557346
3922,98043178666342
3923,98043178666342
3924,98470381899821
3925,98471722709791
3926,98874664646455
3927,98896048645068
3928,99304936954229
3929,99304936954229
3930,99733955710920
3931,99733955710920
3932,100145937659541
3933,100167347553534
3934,100576662468900
3935,100578019784584
3936,101015134099554
3937,101015138383690
3938,101427480922688
3939,101449030304051
3940,101868720801045
3941,101868969643365
3942,102306552549274
3943,102306552549274
3944,102728224410152
3945,102751374710647
3946,103169933541766
3947,103169933541766
3948,103617260992305
3949,103617308891233
3950,104040587061499
3951,104062679420616
3952,104490800040662
3953,104490802739846
3954,104938384564226
3955,104940044349098
3956,105371318114631
3957,105393535249623
3958,105821738924352
3959,105821742538456
3960,106280903990595
3961,106280917548198
3962,106712795379628
3963,106735263164359
3964,107173068259421
3965,107174526346023
3966,107632369690357
3967,107632369690357
3968,108073721046232
3969,108096808744330
3970,108536430189674
3971,108536490293687
3972,109004333045612
3973,109004337891207
3974,109445845809654
3975,109470265396398
3976,109918552009870
3977,109918555321558
3978,110387111298722
3979,110387118243114
3980,110840000895042
3981,110863195399984
3982,111311429954439
3983,111311695465263
3984,111790392485424
3985,111791864665994
3986,112243550568847
3987,112267100835093
3988,112725246104690
3989,112725246104690
3990,113206217481056
3991,113206247891288
3992,113668084186581
3993,113691825819834
3994,114150311991190
3995,114151825870736
3996,114641432375750
3997,114641703822902
3998,115103707614217
3999,115127664119752
4000,115598048773126
4001,115598048773126
4002,116088113448442
4003,116088113448442
4004,116560777621169
4005,116586629679107
4006,117055580074599
4007,117055580074599
4008,117556343213184
4009,117556354279037
4010,118030565908763
4011,118055305990525
4012,118534673399285
4013,118534673399285
4014,119035972350965
4015,119037573078677
4016,119520751543175
4017,119545503638399
4018,120025491305485
4019,120025491305485
4020,120539149487623
4021,120539149487623
4022,121022516430140
4023,121047617564336
4024,121538014268951
4025,121539886811249
4026,122052544269302
4027,122052544269302
4028,122546573892295
4029,122571828394020
4030,123064099034599
4031,123064104205777
4032,123588341089531
4033,123588345044387
4034,124082741103085
4035,124109872098141
4036,124611269537987
4037,124611323870491
4038,125135489234629
4039,125135778726871
4040,125642848274155
4041,125668745185829
4042,126170511701009
4043,126170544271397
4044,126705984717688
4045,126707606562846
4046,127213510665717
4047,127239573424398
4048,127752559207298
4049,127752559207298
4050,128290498237894
4051,128290498237894
4052,128807184394048
4053,128833819002700
4054,129346911380005
4055,129348560270903
4056,129896262050535
4057,129896262050535
4058,130413307260422
4059,130440098894495
4060,130966527272536
4061,130966532178736
4062,131514649393459
4063,131514664806242
4064,132043178766523
4065,132071751837601
4066,132596484946687
4067,132596789882961
4068,133156750426425
4069,133156784246289
4070,133687315116844
4071,133714497751147
4072,134250821154079
4073,134250821154079
4074,134811625193042
4075,134813333633863
4076,135353576547307
4077,135381156282543
4078,135917660134112
4079,135917660134112
4080,136492078091405
4081,136492447107917
4082,137033134931997
4083,137060872757166
4084,137609103984942
4085,137610849787588
4086,138183987827154
4087,138183990976202
4088,138736864251522
4089,138764904638354
4090,139315338616461
4091,139315338616461
4092,139900622990340
4093,139900622990340
4094,140453386854052
4095,140483990247516
4096,141044689988348
4097,141044706177243
4098,141630561484527
4099,141630561484527
4100,142197198342573
4101,142225810833144
4102,142787043251814
4103,142787102817606
4104,143385705107917
4105,143387490309639
4106,143952664792551
4107,143981591494620
4108,144554700066590
4109,144555021190667
4110,145155820660338
4111,145155820660338
4112,145733395257035
4113,145762744111406
4114,146336305368482
4115,146338119329300
4116,146950079613400
4117,146950087770120
4118,147527864300715
4119,147557383797634
4120,148145325131363
4121,148145361312095
4122,148757787014222
4123,148758133364469
4124,149348408555344
4125,149380180404703
4126,149966407974250
4127,149966407974250
4128,150591761481358
4129,150591761481358
4130,151184757886827
4131,151215059731879
4132,151813978369838
4133,151813978369838
4134,152439868423666
4135,152441739657778
4136,153045380252387
4137,153076169494499
4138,153675481086163
4139,153675481086163
4140,154316679915480
4141,154316683850496
4142,154920504918628
4143,154951278869789
4144,155564053061459
4145,155565955400193
4146,156205691431961
4147,156205797902204
4148,156822615194149
4149,156853835606924
4150,157468440892585
4151,157468782815290
4152,158122116240897
4153,158122116240897
4154,158739358637346
4155,158772714340836
4156,159398481388793
4157,159398481388793
4158,160052937846394
4159,160052937846394
4160,160685680108023
4161,160717430001685
4162,161343650185291
4163,161343658873191
4164,162011216917429
4165,162013553880167
4166,162644410799538
4167,162676610125152
4168,163316377637823
4169,163316442777207
4170,163986823917906
4171,163986827826468
4172,164631592427054
4173,164664015367519
4174,165304021533464
4175,165306023045985
4176,165988627727308
4177,165988627727308
4178,166633448637951
4179,166666541714665
4180,167322458788177
4181,167322463412385
4182,168005448950725
4183,168005452567345
4184,168664199608892
4185,168699462397190
4186,169354061359234
4187,169354064853414
4188,170051272071053
4189,170051275417685
4190,170712393703216
4191,170745857311737
4192,171414151601695
4193,171414515169982
4194,172112650597398
4195,172114705914768
4196,172787744763712
4197,172821482009570
4198,173489969036044
4199,173490041373024
4200,174205332093655
4201,174205332093655
4202,174878935780846
4203,174913169320315
4204,175595921909596
4205,175598018109014
4206,176311226865725
4207,176311598582258
4208,176999585555329
4209,177034019903428
4210,177719419349425
4211,177719419349425
4212,178447688813730
4213,178447757808346
4214,179136407430159
4215,179173339881451
4216,179871244056121
4217,179871244056121
4218,180600079811103
4219,180600079811103
4220,181305158251450
4221,181340838739286
4222,182038962864037
4223,182038967135829
4224,182783171572067
4225,182785379240473
4226,183488703127425
4227,183524192443273
4228,184237528497092
4229,184237528497092
4230,184984654709430
4231,184984654709430
4232,185703041999486
4233,185738922903048
4234,186452340978665
4235,186454996097141
4236,187215041308217
4237,187215055906954
4238,187933719290633
4239,187970102915920
4240,188701078834394
4241,188701078834394
4242,189462403046428
4243,189462403046428
4244,190196214983780
4245,190235040072002
4246,190964016993406
4247,190964023039286
4248,191740925718140
4249,191741320663157
4250,192478002043287
4251,192515013250733
4252,193259304982583
4253,193259304982583
4254,194036622130890
4255,194038892689406
4256,194789300956102
4257,194826871358902
4258,195571643721482
4259,195571643721482
4260,196367391460639
4261,196367391460639
4262,197117607817293
4263,197155738412148
4264,197916412711850
4265,197918705120564
4266,198713066114280
4267,198713086011672
4268,199479140475257
4269,199517231453797
4270,200280959052214
4271,200280959052214
4272,201091637523257
4273,201091637523257
4274,201858143100609
4275,201899166639733
4276,202676027963591
4277,202676487305995
4278,203487767081063
4279,203487842482063
4280,204273025506387
4281,204311877259325
4282,205089257356561
4283,205089257356561
4284,205917832150000
4285,205920194851314
4286,206703207260776
4287,206742464617726
4288,207536311623351
4289,207536311623351
4290,208367748063994
4291,208368167936542
4292,209167595077548
4293,209207420029508
4294,210001542958205
4295,210003942559073
4296,210849818010832
4297,210849818010832
4298,211650199341459
4299,211690238967712
4300,212503492368616
4301,212503601090817
4302,213350312008608
4303,213350357925540
4304,214167179848616
4305,214210541431755
4306,215021774768076
4307,215021778571356
4308,215885543274430
4309,215885549726542
4310,216705193102716
4311,216746217877533
4312,217575116801608
4313,217575132766298
4314,218439831878882
4315,218442304433286
4316,219276463282701
4317,219317710667547
4318,220146324996126
4319,220146761796783
4320,221032109474201
4321,221032116609341
4322,221866798477192
4323,221908563635172
4324,222754440629205
4325,222756962719825
4326,223640569105071
4327,223640569105071
4328,224492737810772
4329,224535057164614
4330,225384094598275
4331,225384098502679
4332,226285186881013
4333,226285632577756
4334,227138205736637
4335,227183310622437
4336,228047467778893
4337,228047467778893
4338,228949646147615
4339,228949646147615
4340,229822995147997
4341,229865926909836
4342,230730435471132
4343,230730440115366
4344,231650882772119
4345,231653557332909
4346,232524295475046
4347,232568324437729
4348,233450657421912
4349,233450657421912
4350,234374560638027
4351,234374577389094
4352,235263552770879
4353,235307331601618
4354,236190741115687
4355,236193422859899
4356,237133482325738
4357,237133482325738
4358,238022703186353
4359,238066931552852
4360,238971043859504
4361,238971511649132
4362,239912238849569
4363,239912238849569
4364,240819815928413
4365,240867359094690
4366,241768998653316
4367,241769083484220
4368,242729575862316
4369,242729598425822
4370,243640616797422
4371,243685725574402
4372,244605976947219
4373,244605976947219
4374,245566784128279
4375,245569980949680
4376,246497025761683
4377,246542574989150
4378,247463483994349
4379,247463491615847
4380,248446286597752
4381,248446337326444
4382,249374237585767
4383,249420428431955
4384,250360413272422
4385,250363164116760
4386,251344129041903
4387,251344134055015
4388,252290550393477
4389,252337602160215
4390,253280745301110
4391,253280745301110
4392,254281771352780
4393,254281782598872
4394,255228889630364
4395,255278626423415
4396,256238715739343
4397,256238715739343
4398,257240235474668
4399,257240239733388
4400,258209970000143
4401,258257541122445
4402,259217742521615
4403,259218263799319
4404,260239869236080
4405,260242702303638
4406,261209672453911
4407,261257558562694
4408,262237600035001
4409,262237600035001
4410,263264035638765
4411,263264125371397
4412,264250887206310
4413,264299196801416
4414,265279549821952
4415,265282426362756
4416,266325742774745
4417,266326245039188
4418,267313627179547
4419,267362608032275
4420,268366122555456
4421,268366122555456
4422,269410286965447
4423,269410286965447
4424,270418568626845
4425,270470779875502
4426,271471795493306
4427,271471813766597
4428,272536900655994
4429,272536905697702
4430,273548042745248
4431,273598317165300
4432,274619969090741
4433,274620122793861
4434,275686056619558
4435,275689018508008
4436,276717603508059
4437,276768066014373
4438,277790556347223
4439,277790568241027
4440,278881088297633
4441,278881088297633
4442,279910356351447
4443,279961067651116
4444,281003922407700
4445,281007458624520
4446,282095907673988
4447,282095907673988
4448,283146280338461
4449,283197492358154
4450,284244054268158
4451,284244054268158
4452,285354387958714
4453,285354392395874
4454,286405150118181
4455,286460275502555
4456,287525039529521
4457,287525039529521
4458,288635884481141
4459,288636477892359
4460,289711694465790
4461,289763895755034
4462,290829034668917
4463,290829034668917
4464,291962371117036
4465,291965492322915
4466,293038882634909
4467,293091609203414
4468,294178292186133
4469,294178297671901
4470,295315456604086
4471,295315482022651
4472,296410151047870
4473,296464157557272
4474,297551521874971
4475,297554677234869
4476,298710953771731
4477,298711057683019
4478,299805992787567
4479,299859733650136
4480,300973220392030
4481,300973220392030
4482,302130930883848
4483,302130930883848
4484,303248017203301
4485,303305591723538
4486,304415486117791
4487,304416039709687
4488,305596665887286
4489,305596670390170
4490,306717770921187
4491,306772786500168
4492,307905069426913
4493,307905069426913
4494,309087019125451
4495,309090272088832
4496,310230754249544
4497,310286063784774
4498,311419090225133
4499,311419190791677
4500,312627481309989
4501,312628045832721
4502,313768913307831
4503,313824804564239
4504,314980778597763
4505,314984097384389
4506,316189849821781
4507,316189849821781
4508,317354235418813
4509,317410860925035
4510,318570774755683
4511,318570834239911
4512,319800554246756
4513,319800554246756
4514,320965067248024
4515,321025971532788
4516,322205521621904
4517,322205521621904
4518,323436287650383
4519,323436287650383
4520,324627841770319
4521,324685441680518
4522,325866412904149
4523,325866412904149
4524,327121142071172
4525,327124537323051
4526,328312993553815
4527,328371262756005
4528,329575404498786
4529,329575990847148
4530,330835459995579
4531,330835473119027
4532,332047815900534
4533,332106399038644
4534,333310913521813
4535,333314347549669
4536,334595938869978
4537,334596000400830
4538,335808959375503
4539,335868158827673
4540,337100358502790
4541,337100379276541
4542,338381942454637
4543,338382651702302
4544,339620081037847
4545,339683562610972
4546,340912887773228
4547,340912887773228
4548,342219426472192
4549,342219426472192
4550,343461623564791
4551,343521924726685
4552,344776000859455
4553,344776010050989
4554,346084259483856
4555,346087793501696
4556,347350268326046
4557,347411781045965
4558,348666237871378
4559,348666243118093
4560,350003590097781
4561,350003590097781
4562,351266831706778
4563,351328610724764
4564,352608709782479
4565,352612412104441
4566,353946876094637
4567,353946876094637
4568,355235405172697
4569,355297430733168
4570,356581375545265
4571,356581996988170
4572,357942642190572
4573,357942670848020
4574,359231644766581
4575,359297976094514
4576,360604046464373
4577,360604060274637
4578,361966430157239
4579,361966451977054
4580,363284807800775
4581,363348277083541
4582,364654558486466
4583,364654558486466
4584,366042888164921
4585,366047220533186
4586,367362543196466
4587,367426480646261
4588,368758600281693
4589,368758665808485
4590,370152192838809
4591,370152192838809
4592,371494516513209
