4101200;67.8754;-163.6774;1.242;20.461;67.187;21.808
4101400;70.2814;-148.9628;0.031;26.707;123.566;22.635
4101451;69.01;-148.82;2.925;15.722;146.429;27.546
4101700;70.4954;-157.3958;0.001;11.917;58.031;10.749
4101800;67.571;-162.9468;;;;
4102100;61.8704;-158.1032;408.336;1127.958;1924.359;1280.768
4102200;59.9348;-158.19;92.237;98.316;347.799;219.98
4102300;61.5045;-149.0328;50.095;71.791;598.547;184.636
4102310;61.6086;-149.073;20.265;47.776;314.517;88.473
4102450;62.3464;-150.0192;18.582;63.702;262.953;99.059
4102500;58.4297;-134.5728;4.09;9.944;84.854;42.248
4102600;58.54;-133.7;68.37;238.039;857.27;334.694
4102705;60.3706;-148.8967;;;7.299;2.978
4102710;60.6711;-144.7467;248.851;583.603;4825.316;1268.939
4102720;62.5204;-145.533;11.086;34.874;50.66;30.176
4102800;61.5442;-150.5147;268.57;874.808;3235.841;1887.335
4102810;62.1778;-150.1772;131.735;369.897;1661.76;817.926
4102820;62.7673;-149.6934;50.167;189.501;643.923;234.098
4102850;60.4769;-151.0817;56.783;60.89;352.568;221.64
4103200;61.9337;-162.8829;1808.329;4372.417;12918.161;7266.413
4103530;65.6648;-149.0989;0.007;15.487;8.945;3.084
4103550;65.8751;-149.7203;864.196;2523.434;7040.604;3206.861
4103600;64.5648;-149.0941;205.568;432.747;1523.896;603.992
4103602;64.7923;-147.8413;172.322;351.806;1293.836;488.849
4103630;64.8454;-147.7035;10.682;31.948;61.031;37.457
4103631;64.8004;-147.2302;8.391;24.457;47.715;35.058
4103633;64.9024;-146.3594;4.396;18.551;35.288;19.177
4103635;64.8857;-147.2496;1.445;5.251;9.176;5.787
4103650;64.4724;-146.9263;8.925;39.164;83.075;39.823
4103710;67.4239;-140.8938;27.35;353.705;719.0;229.159
4103800;64.7892;-141.2001;693.932;1648.196;4899.584;2299.102
4103820;64.3089;-141.4045;0.888;118.979;181.313;53.01
4113300;47.9275;-97.0281;55.052;377.421;212.645;103.651
4113301;48.5722;-97.1476;57.444;444.019;246.558;110.116
4113302;47.3519;-96.8437;30.888;241.194;130.706;60.406
4113303;46.8611;-96.7837;17.732;103.969;60.991;26.696
4113304;46.6597;-96.7959;16.511;69.331;44.408;21.376
4113305;46.2652;-96.5948;16.168;60.965;40.164;19.921
4113306;47.26;-96.24;3.658;18.986;11.899;6.442
4113307;47.4;-97.06;0.792;17.743;7.451;2.031
4113308;48.28;-97.37;0.361;7.039;2.784;0.769
4113309;48.42;-97.41;0.194;10.444;2.947;0.678
4113310;46.468;-96.7837;0.913;25.511;12.245;3.798
4113315;47.8875;-96.2739;3.642;25.349;15.098;7.731
4113321;47.7755;-96.6095;22.087;82.074;56.061;35.507
4113330;46.1522;-96.5792;1.388;31.379;13.797;4.251
4113340;46.9052;-97.0526;0.583;18.556;7.032;2.038
4113350;48.9139;-97.917;1.464;36.996;15.904;4.497
4113351;48.9897;-97.557;1.474;40.426;18.048;4.662
4113360;47.8056;-98.7162;0.579;11.936;5.401;2.557
4113361;47.4328;-98.0276;1.321;20.512;10.119;5.389
4113363;46.4469;-97.6763;4.821;30.628;14.739;7.936
4113364;46.6316;-97.0006;5.97;34.586;18.143;9.839
4113365;46.8911;-96.907;6.364;34.709;20.221;10.714
4113400;48.5056;-100.4349;2.054;21.519;21.408;4.401
4113401;48.1597;-100.7296;1.771;19.976;16.576;3.258
4113402;48.2458;-101.3713;1.489;15.523;13.718;2.524
4113404;48.13;-100.53;0.106;2.576;1.104;0.367
4113405;48.58;-100.44;0.161;6.503;4.008;0.48
4113406;48.58;-100.86;;2.632;1.77;
4113409;48.9964;-100.9581;2.049;31.894;34.47;6.63
4113410;48.9811;-103.0766;0.038;4.782;2.208;0.091
4113420;48.3706;-101.5702;0.115;2.787;1.752;0.347
4113500;48.83;-113.42;3.464;22.262;47.302;11.243
4113600;48.3958;-93.5493;7.45;60.713;29.869;21.117
4113900;47.9227;-91.5351;2.312;7.502;6.766;2.718
4115080;46.2748;-122.9146;412.234;293.694;165.646;200.361
4115081;46.5104;-122.6162;264.104;184.094;133.0;158.53
4115082;46.6129;-121.6793;48.097;58.032;51.81;33.04
4115100;44.9443;-123.0429;1200.427;711.398;282.706;460.59
4115101;45.5185;-122.6679;1828.688;1092.678;381.814;619.213
4115102;44.2704;-123.1737;518.231;335.654;174.43;239.774
4115105;44.0698;-122.7712;149.408;101.78;50.057;60.008
4115106;44.1248;-122.4706;165.642;135.939;84.11;95.517
4115200;45.6073;-121.1734;4625.834;6507.144;6092.772;3222.424
4115201;46.1815;-123.184;7445.935;8478.784;6870.47;4354.002
4115202;46.6287;-119.8648;3136.439;3720.406;4221.593;2325.887
4115203;47.3324;-120.0812;3060.004;3613.273;4100.784;2268.662
4115204;47.5243;-120.3023;3023.851;3506.607;4012.897;2238.695
4115205;47.9465;-119.8667;2961.181;3497.043;3999.953;2200.863
4115206;47.9654;-118.9828;2897.668;3211.936;3697.328;2146.063
4115210;45.7565;-121.2101;55.731;68.104;37.356;24.437
4115211;46.2648;-121.2451;7.198;16.037;9.391;4.004
4115220;44.7937;-120.0067;48.844;134.471;29.865;9.345
4115221;45.5876;-120.4095;47.737;137.052;33.202;8.808
4115222;44.4193;-118.9038;5.031;10.149;4.163;2.516
4115223;44.8138;-119.4317;30.932;94.869;20.379;4.828
4115224;44.8888;-119.1414;5.391;19.326;4.572;1.365
4115226;44.4923;-121.2984;43.819;50.213;37.762;38.488
4115230;47.5832;-120.614;47.019;127.623;128.291;41.83
4115231;47.4993;-120.4245;52.407;139.471;133.387;43.974
4115235;48.0774;-119.9851;12.573;75.173;78.766;14.436
4115236;48.4735;-120.1773;8.422;60.883;61.593;10.088
4115240;45.9029;-119.327;21.254;31.995;4.727;6.556
4115241;45.7196;-118.3233;8.03;14.39;2.822;2.009
4115250;46.0276;-118.7297;29.373;33.444;4.504;3.988
4115260;46.2535;-119.4781;117.668;149.651;73.431;66.655
4115261;46.5343;-120.4673;85.162;146.122;123.901;64.057
4115262;46.8626;-120.4801;49.56;87.847;104.876;38.362
4115270;46.8299;-119.8312;5.412;5.982;5.665;7.469
4115280;45.6221;-120.9026;196.261;188.165;139.579;141.534
4115281;44.726;-121.2484;148.307;142.665;118.272;123.775
4115282;44.4987;-121.3212;36.332;28.104;17.757;24.497
4115290;47.8346;-120.0131;56.506;54.226;76.667;54.479
4115300;48.6324;-119.4617;36.837;129.954;137.976;35.927
4115301;48.2813;-119.7045;38.09;131.956;141.236;36.455
4115305;48.9846;-119.6184;21.71;105.16;109.12;21.811
4115310;48.9813;-118.7664;7.642;99.586;68.158;8.915
4115311;48.9843;-118.2164;17.009;185.095;129.12;16.124
4115322;48.9963;-116.5085;400.993;511.404;605.748;291.695
4115330;48.4952;-114.0101;22.71;128.073;145.892;29.249
4115331;47.3674;-114.5851;278.18;367.844;490.502;211.184
4115332;47.6802;-114.2468;270.829;353.576;471.451;200.568
4115333;47.9791;-113.5609;;;107.534;15.586
4115340;46.8996;-113.7565;16.219;76.508;65.557;17.084
4115344;46.3977;-112.7428;6.067;8.227;8.639;5.792
4115345;47.3019;-115.0874;90.635;316.916;296.635;86.971
4115346;48.0916;-116.1177;417.459;821.955;894.516;323.747
4115347;47.4297;-114.856;367.381;676.676;791.523;294.331
4115348;48.8691;-114.1268;66.452;234.187;229.893;68.233
4115349;46.8771;-113.9323;38.794;130.083;119.952;40.21
4115350;47.5546;-116.324;61.534;160.827;43.285;19.88
4115351;47.5688;-116.2527;47.474;123.317;29.381;14.611
4115400;47.8366;-117.8413;207.738;401.638;155.957;83.439
4115401;47.6593;-117.4491;167.918;364.18;135.326;65.106
4115403;47.703;-116.978;165.017;368.277;123.109;59.716
4115410;47.2749;-116.1885;38.067;138.231;66.81;17.928
4115450;46.8319;-114.054;26.896;101.719;107.126;27.567
4115451;45.9721;-114.1415;7.073;41.051;41.094;8.945
4116150;45.6199;-117.7266;5.825;21.813;21.669;3.066
4116181;46.0971;-116.9776;701.878;1455.657;1094.719;492.424
4116183;45.2513;-116.6982;490.07;715.654;482.577;333.068
4116184;44.2454;-116.981;424.539;643.805;400.528;338.746
4116185;43.8766;-116.9849;322.475;419.238;282.58;282.149
4116186;43.2918;-116.4209;272.693;313.68;231.219;235.325
4116187;43.0021;-115.2026;261.602;301.472;252.025;240.277
4116188;42.6731;-113.5003;76.674;195.57;297.76;111.788
4116189;42.7682;-112.8792;71.738;222.596;361.504;113.333
4116190;43.4138;-112.1355;98.88;217.385;245.763;114.388
4116191;43.3508;-111.2191;54.609;195.79;350.839;114.102
4116193;44.0891;-110.6947;9.994;40.271;45.008;9.784
4116200;46.7585;-118.1488;28.0;36.058;3.864;2.553
4116201;46.9152;-116.951;10.869;17.571;1.333;0.818
4116300;46.4485;-116.8274;242.09;762.111;578.775;141.99
4116301;46.4785;-116.2574;123.741;496.741;311.498;68.683
4116311;46.8405;-115.6507;54.941;188.731;113.319;33.865
4116320;46.0867;-115.5139;42.916;205.285;148.181;29.507
4116325;46.1508;-115.5872;34.776;156.976;104.489;21.844
4116330;45.7503;-116.3239;128.232;498.317;497.859;129.682
4116331;45.3222;-114.4411;40.654;92.059;108.882;45.069
4116332;45.1836;-113.8953;30.152;63.049;83.572;32.378
4116333;44.2682;-114.7337;11.258;37.007;40.357;13.227
4116335;45.2936;-114.5964;28.566;128.537;130.637;33.5
4116340;44.9399;-113.6401;6.188;6.939;8.275;5.736
4116350;42.771;-115.7204;3.834;20.154;10.558;2.08
4116351;41.9332;-115.6745;0.897;7.091;2.198;0.42
4116360;44.2225;-114.9311;2.531;7.909;8.9;2.721
4116370;44.525;-114.0469;7.587;6.216;5.119;6.821
4116400;44.0424;-116.9252;58.961;138.609;89.419;32.258
4116401;43.9304;-116.4426;48.858;138.29;98.55;27.324
4116402;43.9424;-116.1968;42.563;137.225;135.414;38.264
4116405;44.1138;-116.1079;17.257;49.069;58.659;18.215
4116406;44.5249;-116.0468;12.86;29.267;52.185;16.503
4116407;44.9074;-116.1187;2.993;20.721;13.733;4.394
4116450;43.6546;-117.2554;4.292;20.768;7.473;3.233
4116451;42.8671;-117.6488;16.331;57.558;9.73;4.055
4116452;41.8605;-115.9893;0.805;5.915;3.433;0.993
4116460;43.6602;-116.279;18.681;62.058;41.664;12.189
4116461;43.6591;-115.727;15.003;68.127;43.253;11.506
4116470;43.826;-111.905;54.557;84.969;70.263;45.85
4116471;43.9666;-111.673;47.032;75.575;57.234;40.698
4116480;43.1305;-112.4772;2.646;3.989;2.72;3.495
4116481;42.8166;-111.5105;0.904;4.789;3.225;1.447
4118100;38.7696;-119.8338;1.357;5.917;3.374;0.695
4118105;39.293;-119.2515;8.952;20.163;11.509;1.781
4118110;39.1527;-119.0982;3.367;5.505;7.175;1.451
4118220;34.4208;-117.8395;0.564;0.74;0.298;0.131
4118300;33.745;-116.5356;0.198;0.128;0.009;0.01
4118310;33.6311;-116.3922;0.088;0.039;0.004;0.004
4118320;35.8486;-116.23;0.175;0.034;0.017;0.053
4118410;40.6074;-116.2017;4.712;21.592;15.353;1.816
4118420;42.791;-118.8677;1.962;7.133;4.125;1.23
4118440;40.6924;-118.2043;3.913;12.706;12.245;1.323
4118800;37.6511;-112.4302;1.793;4.663;4.326;2.104
4118850;39.3747;-112.0396;2.232;8.731;14.681;1.217
4119050;46.6402;-94.8792;10.624;19.606;14.664;12.391
4119070;45.0866;-93.7341;9.639;64.403;48.296;18.378
4119080;45.4069;-92.6472;73.146;234.574;130.99;113.739
4119090;44.1111;-94.0413;4.936;37.936;30.054;13.388
4119100;44.9336;-93.1058;209.66;837.877;597.696;311.088
4119101;46.5405;-93.7075;60.275;116.625;93.071;66.677
4119150;42.74;-91.2618;15.975;62.674;48.016;18.314
4119170;41.767;-90.5349;30.019;101.898;83.48;28.619
4119200;41.5598;-90.1821;198.845;337.521;263.556;148.173
4119201;42.6092;-89.0707;53.951;117.365;79.665;47.082
4119210;42.3028;-89.6196;26.911;45.479;38.368;24.007
4119220;42.1945;-88.9987;23.538;41.083;29.421;13.691
4119230;41.4889;-90.1576;20.967;34.277;23.135;11.204
4119250;41.1781;-91.1821;145.75;451.776;424.831;155.505
4119251;41.6567;-91.541;37.425;108.036;113.529;33.312
4119252;42.0658;-92.9077;12.97;55.935;50.681;14.739
4119260;41.9706;-91.6671;65.226;241.509;228.582;81.893
4119261;42.4955;-92.3344;47.434;199.436;176.357;65.602
4119262;42.6483;-92.4652;15.39;63.914;53.504;22.248
4119263;43.0625;-92.6732;9.245;42.992;30.611;16.605
4119264;41.41;-91.2852;83.707;293.389;270.953;99.186
4119265;42.7119;-92.583;12.893;61.078;53.271;22.417
4119270;40.7536;-91.2779;45.997;162.256;132.134;45.981
4119271;41.3558;-92.6569;16.279;57.999;54.059;17.491
4119280;40.7278;-91.9596;104.961;385.35;440.362;125.074
4119281;42.2511;-93.998;26.83;166.709;138.638;42.114
4119282;42.5061;-94.2014;20.241;121.442;102.804;32.967
4119283;42.7239;-94.1919;6.298;40.158;32.081;10.465
4119285;41.5339;-93.95;20.004;95.784;94.821;29.254
4119286;41.988;-94.3769;8.537;45.565;44.687;11.96
4119288;42.4336;-93.8036;4.449;32.42;26.623;6.248
4119290;39.6123;-91.4085;40.036;81.995;83.406;33.58
4119295;39.0164;-90.9835;20.385;37.239;14.019;12.063
4119300;40.3937;-91.3743;1395.78;3597.095;2820.434;1581.269
4119310;41.3467;-88.1864;169.209;229.764;132.448;73.54
4119311;41.16;-87.6686;78.373;96.874;60.56;42.896
4119312;41.1828;-87.3403;59.106;72.821;45.865;34.398
4119313;41.2195;-86.9686;45.396;55.387;34.982;26.253
4119315;41.0089;-87.8234;65.458;92.996;49.488;20.508
4119317;41.3845;-88.7892;61.217;99.856;64.535;40.604
4119318;41.2084;-88.9309;31.803;49.224;19.098;9.754
4119321;40.7073;-90.2801;23.549;43.253;22.553;7.742
4119322;40.49;-90.3404;36.359;67.983;35.624;12.563
4119325;40.132;-89.7357;41.973;68.213;38.645;17.845
4119327;40.0248;-90.6318;22.146;52.656;28.047;11.753
4119400;39.7034;-90.6454;663.884;1092.719;737.552;371.084
4119401;41.1073;-89.3565;407.251;605.254;396.803;249.426
4119410;40.1239;-89.9851;113.311;190.921;107.809;49.683
4119430;44.0602;-91.2874;21.507;94.33;49.949;34.683
4119431;44.5597;-90.6151;4.196;37.975;12.693;11.414
4119440;44.6283;-91.9691;131.65;360.918;196.193;183.544
4119441;44.9269;-91.4093;74.083;247.565;121.752;116.282
4119442;45.4522;-91.261;27.105;68.044;37.831;36.345
4119445;44.8839;-91.9327;28.74;59.369;38.686;36.795
4119447;45.3725;-91.2096;27.898;74.64;43.002;41.711
4119450;43.198;-90.4435;183.769;346.991;244.754;188.466
4119451;43.6061;-89.7571;129.769;267.843;175.21;140.245
4119452;44.3947;-89.8254;77.021;199.127;106.148;96.274
4119453;44.8858;-89.6348;62.455;147.803;80.014;79.311
4119454;45.8305;-89.5524;19.138;14.246;13.932;14.676
4119460;44.693;-93.6419;56.767;369.053;251.13;101.925
4119461;44.9333;-95.7336;15.621;109.896;58.21;24.534
4119510;42.0834;-90.6329;24.848;54.98;52.176;25.155
4119600;42.3442;-87.9384;6.093;12.836;5.621;3.116
4119650;41.7806;-90.2521;967.523;2460.524;1855.638;1197.82
4120100;48.1709;-105.1789;0.736;8.205;3.179;0.807
4120110;46.3847;-105.8453;5.178;14.256;18.21;5.59
4120111;45.1414;-106.7714;4.25;11.985;22.892;6.677
4120112;44.8494;-107.3045;1.524;5.922;8.887;2.095
4120120;46.1247;-107.469;75.857;102.327;127.597;75.773
4120121;44.7586;-108.1815;33.721;54.484;82.856;38.482
4120125;44.8388;-108.434;14.555;24.441;40.354;20.19
4120200;48.1297;-106.3645;6.063;35.988;26.993;7.686
4120201;48.4031;-108.2937;;9.228;10.616;0.073
4120202;48.5639;-109.6958;2.093;13.255;25.031;5.57
4120210;48.6514;-109.2305;;0.081;0.771;
4120220;48.5267;-109.8416;;;1.453;
4120300;47.9325;-110.5144;0.618;1.985;2.305;0.442
4120301;47.9302;-111.5528;1.27;2.83;3.332;0.966
4120310;47.9464;-110.5805;;;27.011;
4120311;48.4272;-111.8897;6.348;33.343;37.437;8.662
4120320;46.9947;-107.889;2.547;11.542;14.482;2.538
4120321;46.428;-108.5726;1.55;5.78;10.289;2.186
4120322;46.43;-109.8407;1.628;4.751;6.426;1.673
4120330;45.8977;-111.5966;33.392;68.06;75.414;34.223
4120331;45.6138;-112.33;27.288;62.146;67.164;29.588
4120800;47.3494;-106.3578;1.066;2.094;0.962;0.081
4120900;48.125;-104.4727;257.472;251.094;318.157;228.4
4120902;48.005;-110.2577;173.444;243.99;290.537;162.442
